,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.4,1.0,0.5,0.5806451612903226,0.125,0.0,0.375,0.7096774193548387,0.55,0.7956989247311828,0.75,0.8387096774193549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0.35135135135135137,1.0,0.5405405405405406,0.5319148936170213,0.05405405405405406,0.0,0.40540540540540543,0.648936170212766,0.5405405405405406,0.7659574468085106,0.7567567567567568,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,0.3684210526315789,1.0,0.5,0.5473684210526316,0.10526315789473684,0.0,0.39473684210526316,0.6421052631578947,0.5526315789473685,0.7684210526315789,0.7631578947368421,0.8105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,0.38461538461538464,1.0,0.4358974358974359,0.5161290322580645,0.1794871794871795,0.0,0.41025641025641024,0.6559139784946236,0.5384615384615384,0.7741935483870968,0.7435897435897436,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,0.2558139534883721,1.0,0.5116279069767442,0.5327102803738317,0.18604651162790697,0.0,0.3953488372093023,0.6542056074766355,0.5116279069767442,0.7757009345794392,0.7209302325581395,0.8130841121495327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5,0.27906976744186046,1.0,0.4883720930232558,0.5045871559633027,0.20930232558139536,0.0,0.3953488372093023,0.6422018348623854,0.5116279069767442,0.7431192660550459,0.7209302325581395,0.7981651376146789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,0.23809523809523808,1.0,0.5,0.36486486486486486,0.047619047619047616,0.0,0.38095238095238093,0.5675675675675675,0.47619047619047616,0.7432432432432432,0.6904761904761905,0.7972972972972973,0.2727272727272727,1.0,0.5227272727272727,0.514018691588785,0.22727272727272727,0.0,0.38636363636363635,0.616822429906542,0.5227272727272727,0.7570093457943925,0.7272727272727273,0.8037383177570093,5.0990195135927845,1
7,0.27906976744186046,1.0,0.5348837209302325,0.5,0.20930232558139536,0.0,0.3953488372093023,0.6739130434782609,0.5116279069767442,0.782608695652174,0.7209302325581395,0.8260869565217391,0.29545454545454547,1.0,0.5454545454545454,0.5185185185185185,0.20454545454545456,0.0,0.4090909090909091,0.6018518518518519,0.5227272727272727,0.75,0.7272727272727273,0.8055555555555556,6.0,1
8,0.2727272727272727,1.0,0.5227272727272727,0.5185185185185185,0.22727272727272727,0.0,0.38636363636363635,0.6203703703703703,0.5227272727272727,0.75,0.7272727272727273,0.7962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9,0.2727272727272727,1.0,0.5227272727272727,0.5185185185185185,0.22727272727272727,0.0,0.38636363636363635,0.6111111111111112,0.5227272727272727,0.7407407407407407,0.7272727272727273,0.7962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
